2024-01-17 14:28:05, 0 mm, 0 Hz
2024-01-24 11:10:53, 28.149218559265137 mm, 0.03333333333333333 Hz
2024-01-24 11:10:53, 28.13143253326416 mm, 0.03333333333333333 Hz
2024-01-24 11:10:53, 28.141133785247803 mm, 0.03333333333333333 Hz
2024-01-24 11:10:53, 28.14758539199829 mm, 0.03333333333333333 Hz
2024-01-24 11:10:53, 28.173892498016357 mm, 0.03333333333333333 Hz
2024-01-24 11:10:53, 28.163557052612305 mm, 0.03333333333333333 Hz
2024-01-24 11:10:53, 28.153910636901855 mm, 0.19 Hz
2024-01-24 11:10:53, 28.146216869354248 mm, 0.19 Hz
2024-01-24 11:10:53, 28.082499504089355 mm, 0.19 Hz
2024-01-24 11:10:53, 28.05586814880371 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 28.014380931854248 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 27.99293041229248 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 27.966995239257812 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 27.978203296661377 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 28.00358772277832 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 27.987256050109863 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 28.019790649414062 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 28.030245304107666 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 28.072705268859863 mm, 0.12000000000000001 Hz
2024-01-24 11:10:54, 28.126816749572754 mm, 0.19 Hz
2024-01-24 11:10:54, 28.101606369018555 mm, 0.07333333333333333 Hz
2024-01-24 11:10:55, 28.109817504882812 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.108060359954834 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.144972324371338 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.145101070404053 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.13962697982788 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.12697410583496 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.13849449157715 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.21310520172119 mm, 0.07333333333333333 Hz
2024-01-24 11:10:55, 28.17195415496826 mm, 0.12000000000000001 Hz
2024-01-24 11:10:55, 28.092012405395508 mm, 0.04666666666666667 Hz
2024-01-24 11:10:55, 28.06201934814453 mm, 0.04666666666666667 Hz
2024-01-24 11:10:55, 28.02515983581543 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 28.01661968231201 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 27.95982599258423 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 27.963874340057373 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 28.00114870071411 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 28.00135850906372 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 27.994143962860107 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 28.004777431488037 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 28.036065101623535 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 28.045482635498047 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 27.983345985412598 mm, 0.04666666666666667 Hz
2024-01-24 11:10:56, 27.9449462890625 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.944962978363037 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.95184850692749 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.949495315551758 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.965588569641113 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.969019412994385 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 28.010025024414062 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 28.011107444763184 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.977380752563477 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 28.020710945129395 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.990424633026123 mm, 0.04666666666666667 Hz
2024-01-24 11:10:57, 27.98121452331543 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 27.975943088531494 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 27.937698364257812 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 27.965209484100342 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.01036834716797 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.055055141448975 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.098633289337158 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.17873239517212 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.242387771606445 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.208606243133545 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.164448738098145 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.11985969543457 mm, 0.04666666666666667 Hz
2024-01-24 11:10:58, 28.07239294052124 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.063819408416748 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.060498237609863 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.105061054229736 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.094055652618408 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.132574558258057 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.14891815185547 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.12040090560913 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.085181713104248 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.13965082168579 mm, 0.04666666666666667 Hz
2024-01-24 11:10:59, 28.16046714782715 mm, 0.13333333333333333 Hz
2024-01-24 11:10:59, 28.131275177001953 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.13567876815796 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.17486047744751 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.23528528213501 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.291175365447998 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.27247381210327 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.274731636047363 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.230013847351074 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.235857486724854 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.231985569000244 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.208696842193604 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.24141263961792 mm, 0.04666666666666667 Hz
2024-01-24 11:11:00, 28.20584535598755 mm, 0.04666666666666667 Hz
2024-01-24 11:11:01, 28.233342170715332 mm, 0.04666666666666667 Hz
2024-01-24 11:11:01, 28.289287090301514 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.258991241455078 mm, 0.04666666666666667 Hz
2024-01-24 11:11:01, 28.2955002784729 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.29918622970581 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.315255641937256 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.36386203765869 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.35120677947998 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.314812183380127 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.297204971313477 mm, 0.030000000000000002 Hz
2024-01-24 11:11:01, 28.259146213531494 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.29143524169922 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.34024667739868 mm, 0.04666666666666667 Hz
2024-01-24 11:11:02, 28.341336250305176 mm, 0.04666666666666667 Hz
2024-01-24 11:11:02, 28.306572437286377 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.296208381652832 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.281688690185547 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.288962841033936 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.320672512054443 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.326520919799805 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.29202651977539 mm, 0.030000000000000002 Hz
2024-01-24 11:11:02, 28.357036113739014 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.338582515716553 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.309814929962158 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.27606201171875 mm, 0.04666666666666667 Hz
2024-01-24 11:11:03, 28.28366756439209 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.306987285614014 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.32564353942871 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.332808017730713 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.30096960067749 mm, 0.030000000000000002 Hz
2024-01-24 11:11:03, 28.263239860534668 mm, 0.04666666666666667 Hz
2024-01-24 11:11:03, 28.20016384124756 mm, 0.04666666666666667 Hz
2024-01-24 11:11:03, 28.126158714294434 mm, 0.04666666666666667 Hz
2024-01-24 11:11:03, 28.130505084991455 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.159782886505127 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.218529224395752 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.265886306762695 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.30491065979004 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.30615758895874 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.281536102294922 mm, 0.04666666666666667 Hz
2024-01-24 11:11:04, 28.221735954284668 mm, 0.09333333333333334 Hz
2024-01-24 11:11:04, 28.18295955657959 mm, 0.09333333333333334 Hz
2024-01-24 11:11:04, 28.19824457168579 mm, 0.09333333333333334 Hz
2024-01-24 11:11:04, 28.249237537384033 mm, 0.09333333333333334 Hz
2024-01-24 11:11:04, 28.233511447906494 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.198790550231934 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.200881481170654 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.19031000137329 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.192968368530273 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.214058876037598 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.192157745361328 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.220882415771484 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.249242305755615 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.265609741210938 mm, 0.09333333333333334 Hz
2024-01-24 11:11:05, 28.33052396774292 mm, 0.04666666666666667 Hz
2024-01-24 11:11:05, 28.37273359298706 mm, 0.04666666666666667 Hz
2024-01-24 11:11:05, 28.41526508331299 mm, 0.04666666666666667 Hz
2024-01-24 11:11:06, 28.420779705047607 mm, 0.04666666666666667 Hz
2024-01-24 11:11:06, 28.416526317596436 mm, 0.04666666666666667 Hz
2024-01-24 11:11:06, 28.4132719039917 mm, 0.04666666666666667 Hz
2024-01-24 11:11:06, 28.41057538986206 mm, 0.04666666666666667 Hz
2024-01-24 11:11:06, 28.411085605621338 mm, 0.04666666666666667 Hz
2024-01-24 11:11:06, 28.350982666015625 mm, 0.09333333333333334 Hz
2024-01-24 11:11:06, 28.34383249282837 mm, 0.09333333333333334 Hz
2024-01-24 11:11:06, 28.328962326049805 mm, 0.09333333333333334 Hz
2024-01-24 11:11:06, 28.36574077606201 mm, 0.09333333333333334 Hz
2024-01-24 11:11:06, 28.345754146575928 mm, 0.09333333333333334 Hz
2024-01-24 11:11:06, 28.354129791259766 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.39519739151001 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.47109079360962 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.470194339752197 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.467741012573242 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.455774784088135 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.397409915924072 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.42331886291504 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.40203285217285 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.375730514526367 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.38569164276123 mm, 0.09333333333333334 Hz
2024-01-24 11:11:07, 28.363306522369385 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.394770622253418 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.420634269714355 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.439652919769287 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.484277725219727 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.470842838287354 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.481204509735107 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.513247966766357 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.55707883834839 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.566348552703857 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.516690731048584 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.489093780517578 mm, 0.09333333333333334 Hz
2024-01-24 11:11:08, 28.493895530700684 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.55128765106201 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.542046546936035 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.518657684326172 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.526785373687744 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.564751148223877 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.562607765197754 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.573789596557617 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.593409061431885 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.56050968170166 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.531804084777832 mm, 0.09333333333333334 Hz
2024-01-24 11:11:09, 28.493144512176514 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.517134189605713 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.492696285247803 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.488914966583252 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.45759630203247 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.4893798828125 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.50494384765625 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.506312370300293 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.535289764404297 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.589491844177246 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.614017963409424 mm, 0.09333333333333334 Hz
2024-01-24 11:11:10, 28.58621120452881 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.634085655212402 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.62764835357666 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.63999605178833 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.634305000305176 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.683593273162842 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.754007816314697 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.801522254943848 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.836259841918945 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.852038383483887 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.821887969970703 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.79000425338745 mm, 0.09333333333333334 Hz
2024-01-24 11:11:11, 28.783576488494873 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.777120113372803 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.78739356994629 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.831875324249268 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.81720781326294 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.820672035217285 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.814754486083984 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.78885507583618 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.76441717147827 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.690855503082275 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.645853996276855 mm, 0.09333333333333334 Hz
2024-01-24 11:11:12, 28.60811471939087 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.588831424713135 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.56895685195923 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.560245037078857 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.546979427337646 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.496451377868652 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.538787364959717 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.504931926727295 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.49675178527832 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.511574268341064 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.539137840270996 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.54984760284424 mm, 0.09333333333333334 Hz
2024-01-24 11:11:13, 28.572123050689697 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.56266736984253 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.556668758392334 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.557579517364502 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.55264186859131 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.542706966400146 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.60297918319702 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.644485473632812 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.616211414337158 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.58304738998413 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.538455963134766 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.47694158554077 mm, 0.09333333333333334 Hz
2024-01-24 11:11:14, 28.49869728088379 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.547086715698242 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.53147268295288 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.56083869934082 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.546829223632812 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.514044284820557 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.50010871887207 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.49053144454956 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.480355739593506 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.4706711769104 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.466291427612305 mm, 0.09333333333333334 Hz
2024-01-24 11:11:15, 28.45968246459961 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.502976894378662 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.521459102630615 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.523900508880615 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.536717891693115 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.510611057281494 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.51217746734619 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.478317260742188 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.462719917297363 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.435704708099365 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.438048362731934 mm, 0.09333333333333334 Hz
2024-01-24 11:11:16, 28.490371704101562 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.476102352142334 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.41005563735962 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.4086275100708 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.41205358505249 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.402738571166992 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.385543823242188 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.354759216308594 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.344767093658447 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.287596702575684 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.360066413879395 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.368651866912842 mm, 0.09333333333333334 Hz
2024-01-24 11:11:17, 28.371598720550537 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.327369689941406 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.314061164855957 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.289437294006348 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.242878913879395 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.208470344543457 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.184776306152344 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.2120680809021 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.268842697143555 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.32015037536621 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.302805423736572 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.270442485809326 mm, 0.09333333333333334 Hz
2024-01-24 11:11:18, 28.293838500976562 mm, 0.09333333333333334 Hz
2024-01-24 11:11:19, 28.30306053161621 mm, 0.09333333333333334 Hz
2024-01-24 11:11:19, 28.268368244171143 mm, 0.09333333333333334 Hz
2024-01-24 11:11:19, 28.29139471054077 mm, 0.09333333333333334 Hz
2024-01-24 11:11:19, 28.330297470092773 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.345391750335693 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.3782958984375 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.437306880950928 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.433947563171387 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.44426155090332 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.482694625854492 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.448054790496826 mm, 0.04666666666666667 Hz
2024-01-24 11:11:19, 28.41574192047119 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.403453826904297 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.41297149658203 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.428783416748047 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.411564826965332 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.425896167755127 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.40932607650757 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.410401344299316 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.420050144195557 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.385746479034424 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.399879932403564 mm, 0.04666666666666667 Hz
2024-01-24 11:11:20, 28.40402841567993 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.409063816070557 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.421509265899658 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.422458171844482 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.398685455322266 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.39618444442749 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.431801795959473 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.50026845932007 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.546788692474365 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.602559566497803 mm, 0.04666666666666667 Hz
2024-01-24 11:11:21, 28.57746124267578 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.59903573989868 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.630423545837402 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.636350631713867 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.619446754455566 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.609073162078857 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.62572431564331 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.61119031906128 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.625423908233643 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.70293378829956 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.744065761566162 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.76920461654663 mm, 0.04666666666666667 Hz
2024-01-24 11:11:22, 28.78117561340332 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.77890110015869 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.784825801849365 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.78810405731201 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.758094310760498 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.788375854492188 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.755693435668945 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.75990390777588 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.7335205078125 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.71382713317871 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.703439235687256 mm, 0.04666666666666667 Hz
2024-01-24 11:11:23, 28.724911212921143 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.66497278213501 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.640453815460205 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.663864135742188 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.692467212677002 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.741202354431152 mm, 0.04666666666666667 Hz
2024-01-24 11:11:24, 28.76183271408081 mm, 0.04666666666666667 Hz
